Zip,Zip Percentage,Region,City,State,Year, Total Building Count , Total Roof Area (sq meters) , Total Potential Capacity with 10m2 minimum (kW) , Total potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - SMALL , Total Area in lidar (sq meters) - SMALL , Buildings - SMALL with any size available area , Area (sq meters) - SMALL with any size available area , Buildings - SMALL - with 10m2+ available area , Area (sq meters) - SMALL - with 10m2+ available area , Small building potential capacity with 10m2 minimum (kW) , Small building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - MEDIUM , Total Area in lidar (sq meters) - MEDIUM , Buildings - MEDIUM with any size available area , Area (sq meters) - MEDIUM with any size available area , Buildings - MEDIUM with 10m2+ available area , Area (sq meters) - MEDIUM with 10m2+ available area , Medium building potential capacity with 10m2 minimum (kW) , Medium building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - LARGE , Total Area in lidar (sq meters) - LARGE , Buildings - LARGE with any size available area , Area (sq meters) - LARGE with any size available area , Buildings - LARGE - with 10m2+ available area , Area (sq meters) - LARGE - with 10m2+ available area , Large building potential capacity with 10m2 minimum (kW) , Large building potential energy generation with 10m2 minimum (kWh/yr) , Average Building Footprint (sq meters) ,% Buildings in SMALL category,% Area in SMALL category,% Buildings in MEDIUM category,% Area in MEDIUM category,% Buildings in LARGE category,% Area in LARGE category,% Buildings - SMALL,% Area - SMALL,% Buildings - SMALL - 10m2 ,% Area - SMALL - 10m2 ,% Buildings - MEDIUM,% Area - MEDIUM,% Buildings - MEDIUM - 10m2 ,% Area - MEDIUM - 10m2 ,% Buildings - LARGE,% Area - LARGE,% Buildings - LARGE - 10m2 ,% Area - LARGE - 10m2 ,ulocaledesc,2010_PopDens_SqMile,CensusRegion
90304,1,LosAngeles,  -   ,CA,2007,"  4,615 ","  728,227 ","42,232.02","63,466,620.00","4,461.00","560,870.13","4,460.00","258,792.24","3,978.00","195,611.88","29,609.90","44,057,600.00",143.00,"131,532.34",143.00,"84,446.67",143.00,"78,726.16","9,645.21","14,786,000.00",11.00,"35,824.52",11.00,"27,166.55",11.00,"26,038.68","2,976.91","4,623,020.00",157.80,96.7%,77.0%,3.1%,18.1%,0.2%,4.9%,100.0%,46.1%,89.2%,34.9%,100.0%,64.2%,100.0%,59.9%,100.0%,75.8%,100.0%,72.7%,City Large,18183.1302,Pacific
90305,1,LosAngeles,  -   ,CA,2007,"  5,037 ","  897,879 ","51,762.10","77,415,040.00","4,851.00","702,161.96","4,846.00","326,970.04","4,523.00","243,457.24","37,428.70","55,789,700.00",175.00,"152,048.62",175.00,"82,532.47",175.00,"74,936.50","10,560.00","15,817,400.00",11.00,"43,668.89",11.00,"32,588.34",11.00,"30,945.92","3,773.40","5,807,940.00",178.26,96.3%,78.2%,3.5%,16.9%,0.2%,4.9%,99.9%,46.6%,93.2%,34.7%,100.0%,54.3%,100.0%,49.3%,100.0%,74.6%,100.0%,70.9%,Suburb Large,6242.109981,Pacific
90401,1,LosAngeles,  -   ,CA,2007,  714 ,"  652,810 ","39,207.17","60,673,950.00",399.00,"80,029.65",396.00,"36,237.86",348.00,"30,280.36","4,006.17","6,150,250.00",249.00,"242,632.68",249.00,"135,547.76",249.00,"122,540.94","14,860.90","22,997,900.00",66.00,"330,147.65",66.00,"185,648.22",66.00,"170,470.78","20,340.10","31,525,800.00",914.30,55.9%,12.3%,34.9%,37.2%,9.2%,50.6%,99.2%,45.3%,87.2%,37.8%,100.0%,55.9%,100.0%,50.5%,100.0%,56.2%,100.0%,51.6%,City Small,7234.298331,Pacific
90402,1,LosAngeles,  -   ,CA,2007,"  4,705 ","  964,415 ","39,384.90","60,087,400.00","4,491.00","783,599.83","4,447.00","267,968.47","3,756.00","195,195.47","29,368.80","44,652,800.00",210.00,"162,804.25",210.00,"79,331.27",207.00,"69,625.49","8,983.26","13,833,400.00",4.00,"18,010.92",4.00,"9,086.50",4.00,"8,214.08","1,032.84","1,601,200.00",204.98,95.5%,81.3%,4.5%,16.9%,0.1%,1.9%,99.0%,34.2%,83.6%,24.9%,100.0%,48.7%,98.6%,42.8%,100.0%,50.4%,100.0%,45.6%,City Small,5612.06099,Pacific
90403,1,LosAngeles,  -   ,CA,2007,"  3,563 ","  1,073,661 ","58,860.56","90,480,440.00","2,913.00","550,455.67","2,904.00","228,720.01","2,632.00","183,375.70","25,798.00","39,417,100.00",638.00,"472,495.40",638.00,"266,318.19",638.00,"244,039.13","30,000.50","46,327,600.00",12.00,"50,709.75",12.00,"26,695.10",12.00,"24,541.24","3,062.06","4,735,740.00",301.34,81.8%,51.3%,17.9%,44.0%,0.3%,4.7%,99.7%,41.6%,90.4%,33.3%,100.0%,56.4%,100.0%,51.6%,100.0%,52.6%,100.0%,48.4%,City Small,15873.15227,Pacific
90404,1,LosAngeles,  -   ,CA,2007,"  3,622 ","  1,351,357 ","84,373.60","130,112,500.00","3,002.00","507,893.63","2,995.00","223,955.39","2,655.00","182,457.57","25,176.00","38,511,600.00",541.00,"482,212.07",541.00,"286,417.44",541.00,"262,401.98","32,271.80","49,864,800.00",79.00,"361,251.39",79.00,"240,484.07",79.00,"226,632.59","26,925.80","41,736,100.00",373.10,82.9%,37.6%,14.9%,35.7%,2.2%,26.7%,99.8%,44.1%,88.4%,35.9%,100.0%,59.4%,100.0%,54.4%,100.0%,66.6%,100.0%,62.7%,City Small,10797.34571,Pacific
90405,1,LosAngeles,  -   ,CA,2007,"  6,894 ","  1,482,720 ","77,887.50","119,745,500.00","6,474.00","953,159.94","6,460.00","384,832.28","5,620.00","288,785.27","42,461.40","64,916,900.00",373.00,"336,446.59",373.00,"193,154.38",372.00,"175,272.82","21,596.50","33,388,100.00",47.00,"193,113.26",47.00,"123,174.42",47.00,"115,159.88","13,829.60","21,440,500.00",215.07,93.9%,64.3%,5.4%,22.7%,0.7%,13.0%,99.8%,40.4%,86.8%,30.3%,100.0%,57.4%,99.7%,52.1%,100.0%,63.8%,100.0%,59.6%,City Small,9234.46779,Pacific
90501,1,LosAngeles,  -   ,CA,2007,"  10,499 ","  3,440,629 ","246,985.00","376,348,800.00","9,753.00","1,565,571.56","9,740.00","689,088.79","8,998.00","544,272.72","83,365.40","122,828,000.00",581.00,"588,483.99",581.00,"389,638.34",580.00,"369,191.26","43,806.60","67,530,800.00",165.00,"1,286,572.95",165.00,"1,066,303.22",165.00,"1,045,862.05","119,813.00","185,990,000.00",327.71,92.9%,45.5%,5.5%,17.1%,1.6%,37.4%,99.9%,44.0%,92.3%,34.8%,100.0%,66.2%,99.8%,62.7%,100.0%,82.9%,100.0%,81.3%,City Midsize,7736.522855,Pacific
90502,1,LosAngeles,  -   ,CA,2007,"  4,731 ","  1,481,054 ","105,575.70","160,510,500.00","4,365.00","640,818.12","4,357.00","281,416.27","4,029.00","217,037.09","33,183.70","49,009,100.00",259.00,"232,213.21",259.00,"143,445.63",259.00,"133,855.09","16,904.90","25,668,500.00",107.00,"608,022.31",107.00,"491,211.52",107.00,"480,747.58","55,487.10","85,832,900.00",313.05,92.3%,43.3%,5.5%,15.7%,2.3%,41.1%,99.8%,43.9%,92.3%,33.9%,100.0%,61.8%,100.0%,57.6%,100.0%,80.8%,100.0%,79.1%,City Large,8727.504955,Pacific
90503,1,LosAngeles,  -   ,CA,2007,"  10,480 ","  3,228,039 ","210,742.90","318,696,500.00","9,727.00","1,739,133.26","9,720.00","739,679.38","9,201.00","564,474.35","90,465.50","133,379,000.00",618.00,"607,131.28",618.00,"384,443.65",617.00,"360,104.21","44,115.90","67,527,500.00",135.00,"881,774.49",135.00,"677,423.83",135.00,"656,433.81","76,161.50","117,790,000.00",308.02,92.8%,53.9%,5.9%,18.8%,1.3%,27.3%,99.9%,42.5%,94.6%,32.5%,100.0%,63.3%,99.8%,59.3%,100.0%,76.8%,100.0%,74.4%,City Midsize,8292.808717,Pacific
90504,1,LosAngeles,  -   ,CA,2007,"  9,964 ","  2,178,019 ","129,058.50","193,340,200.00","9,557.00","1,528,011.93","9,542.00","675,744.19","8,743.00","498,396.53","77,000.40","113,515,000.00",349.00,"317,899.12",349.00,"199,878.64",343.00,"189,887.38","23,164.70","35,567,700.00",58.00,"332,108.01",58.00,"248,285.67",58.00,"238,607.95","28,893.40","44,257,500.00",218.59,95.9%,70.2%,3.5%,14.6%,0.6%,15.2%,99.8%,44.2%,91.5%,32.6%,100.0%,62.9%,98.3%,59.7%,100.0%,74.8%,100.0%,71.8%,City Midsize,6682.830748,Pacific
90505,1,LosAngeles,  -   ,CA,2007,"  10,292 ","  3,182,028 ","195,737.00","298,144,500.00","9,642.00","1,816,740.50","9,635.00","742,372.81","9,135.00","560,453.26","85,406.50","127,327,000.00",499.00,"536,253.16",499.00,"351,839.57",499.00,"331,420.72","39,484.90","60,819,500.00",151.00,"829,034.50",151.00,"640,845.79",151.00,"618,959.33","70,845.60","109,998,000.00",309.17,93.7%,57.1%,4.8%,16.9%,1.5%,26.1%,99.9%,40.9%,94.7%,30.8%,100.0%,65.6%,100.0%,61.8%,100.0%,77.3%,100.0%,74.7%,City Midsize,6382.397454,Pacific
90506,1,LosAngeles,  -   ,CA,2007,  5 ,"  2,015 ",121.25,"189,441.20",3.00,611.79,3.00,238.83,3.00,164.47,19.54,"30,375.20",2.00,"1,403.05",2.00,870.52,2.00,767.28,101.71,"159,066.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,402.97,60.0%,30.4%,40.0%,69.6%,0.0%,0.0%,100.0%,39.0%,100.0%,26.9%,100.0%,62.0%,100.0%,54.7%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,City Large,9443.923093,Pacific
90601,1,LosAngeles,  -   ,CA,2007,"  9,395 ","  2,547,487 ","164,742.20","246,270,300.00","8,911.00","1,510,060.26","8,884.00","626,503.61","8,054.00","478,129.82","76,816.70","112,848,000.00",394.00,"360,735.12",394.00,"207,469.68",390.00,"189,144.38","24,335.90","36,468,800.00",90.00,"676,691.80",90.00,"570,955.63",90.00,"560,249.68","63,589.60","96,953,500.00",271.15,94.8%,59.3%,4.2%,14.2%,1.0%,26.6%,99.7%,41.5%,90.4%,31.7%,100.0%,57.5%,99.0%,52.4%,100.0%,84.4%,100.0%,82.8%,Suburb Large,3230.024473,Pacific
90602,1,LosAngeles,  -   ,CA,2007,"  6,007 ","  1,431,691 ","84,453.50","126,085,900.00","5,670.00","920,298.93","5,644.00","379,862.88","5,007.00","292,831.93","45,537.80","67,404,200.00",297.00,"275,597.80",297.00,"161,323.50",297.00,"148,033.57","19,018.40","28,512,200.00",40.00,"235,794.34",40.00,"176,196.71",40.00,"169,183.35","19,897.30","30,169,500.00",238.34,94.4%,64.3%,4.9%,19.2%,0.7%,16.5%,99.5%,41.3%,88.3%,31.8%,100.0%,58.5%,100.0%,53.7%,100.0%,74.7%,100.0%,71.8%,#N/A,6352.348855,Pacific
90603,1,LosAngeles,  -   ,CA,2007,"  6,908 ","  1,574,172 ","89,741.00","131,997,500.00","6,640.00","1,245,536.29","6,635.00","540,880.61","6,170.00","407,379.82","66,239.80","96,645,600.00",244.00,"200,966.96",244.00,"112,106.28",243.00,"99,828.61","13,285.10","19,872,100.00",24.00,"127,668.91",24.00,"91,552.86",24.00,"86,368.91","10,216.10","15,479,800.00",227.88,96.1%,79.1%,3.5%,12.8%,0.3%,8.1%,99.9%,43.4%,92.9%,32.7%,100.0%,55.8%,99.6%,49.7%,100.0%,71.7%,100.0%,67.7%,#N/A,5172.137178,Pacific
90604,1,LosAngeles,  -   ,CA,2007,"  10,722 ","  2,166,650 ","128,257.60","189,490,700.00","10,436.00","1,758,618.53","10,433.00","821,703.90","9,938.00","627,260.93","98,520.30","144,865,000.00",251.00,"229,598.91",251.00,"137,641.08",250.00,"125,725.65","16,309.10","24,410,800.00",35.00,"178,432.92",35.00,"116,419.44",35.00,"108,300.28","13,428.20","20,214,900.00",202.08,97.3%,81.2%,2.3%,10.6%,0.3%,8.2%,100.0%,46.7%,95.2%,35.7%,100.0%,59.9%,99.6%,54.8%,100.0%,65.2%,100.0%,60.7%,Suburb Large,9257.033065,Pacific
90605,1,LosAngeles,  -   ,CA,2007,"  10,867 ","  2,854,241 ","198,497.40","298,281,100.00","10,454.00","1,626,510.63","10,443.00","738,963.49","9,745.00","563,595.29","86,514.30","127,910,000.00",324.00,"281,101.29",324.00,"173,563.19",323.00,"159,288.54","19,832.90","29,940,100.00",89.00,"946,628.73",89.00,"823,035.65",89.00,"811,495.87","92,150.20","140,431,000.00",262.65,96.2%,57.0%,3.0%,9.8%,0.8%,33.2%,99.9%,45.4%,93.2%,34.7%,100.0%,61.7%,99.7%,56.7%,100.0%,86.9%,100.0%,85.7%,Suburb Large,6109.775031,Pacific
90606,1,LosAngeles,  -   ,CA,2007,"  8,875 ","  1,816,842 ","114,022.30","170,846,100.00","8,596.00","1,226,182.61","8,583.00","545,854.58","7,855.00","402,025.76","62,152.10","92,062,000.00",222.00,"220,597.25",222.00,"152,547.44",221.00,"142,147.86","17,104.00","25,892,400.00",57.00,"370,062.63",57.00,"311,081.26",57.00,"303,434.30","34,766.20","52,891,700.00",204.71,96.9%,67.5%,2.5%,12.1%,0.6%,20.4%,99.8%,44.5%,91.4%,32.8%,100.0%,69.2%,99.5%,64.4%,100.0%,84.1%,100.0%,82.0%,Suburb Large,8621.607426,Pacific
90620,1,LosAngeles,  -   ,CA,2007,"  12,724 ","  3,750,244 ","289,971.80","431,092,600.00","12,235.00","2,134,714.77","12,228.00","1,123,983.47","11,963.00","892,087.94","143,301.00","208,434,000.00",357.00,"355,053.90",357.00,"225,078.47",357.00,"209,976.24","26,725.80","40,039,600.00",132.00,"1,260,475.06",132.00,"1,070,047.99",132.00,"1,047,780.31","119,945.00","182,619,000.00",294.74,96.2%,56.9%,2.8%,9.5%,1.0%,33.6%,99.9%,52.7%,97.8%,41.8%,100.0%,63.4%,100.0%,59.1%,100.0%,84.9%,100.0%,83.1%,City Small,8102.840133,Pacific
90621,1,LosAngeles,  -   ,CA,2007,"  6,444 ","  1,998,873 ","139,439.80","207,754,200.00","5,754.00","1,054,280.61","5,747.00","514,492.10","5,445.00","420,228.56","63,191.70","92,594,500.00",612.00,"480,726.04",612.00,"292,241.09",611.00,"266,809.78","34,187.80","51,244,600.00",78.00,"463,866.22",78.00,"374,946.61",78.00,"363,677.17","42,060.30","63,915,100.00",310.19,89.3%,52.7%,9.5%,24.0%,1.2%,23.2%,99.9%,48.8%,94.6%,39.9%,100.0%,60.8%,99.8%,55.5%,100.0%,80.8%,100.0%,78.4%,Suburb Large,7660.391566,Pacific
90623,1,LosAngeles,  -   ,CA,2007,"  4,266 ","  1,137,522 ","84,823.88","124,881,700.00","4,117.00","782,439.21","4,117.00","381,761.43","4,100.00","319,401.57","53,187.40","76,763,300.00",119.00,"108,248.20",119.00,"71,667.79",119.00,"66,607.53","7,988.58","12,046,900.00",30.00,"246,834.68",30.00,"212,996.80",30.00,"209,107.24","23,647.90","36,071,500.00",266.65,96.5%,68.8%,2.8%,9.5%,0.7%,21.7%,100.0%,48.8%,99.6%,40.8%,100.0%,66.2%,100.0%,61.5%,100.0%,86.3%,100.0%,84.7%,City Small,8180.064692,Pacific
90630,1,LosAngeles,  -   ,CA,2007,"  13,130 ","  3,739,098 ","268,907.00","397,653,700.00","12,330.00","2,326,272.81","12,327.00","1,113,441.12","12,115.00","906,991.43","150,947.00","218,478,000.00",682.00,"607,517.99",682.00,"394,810.07",680.00,"366,597.82","44,303.90","66,948,700.00",118.00,"805,306.92",118.00,"663,104.69",118.00,"647,136.36","73,656.10","112,227,000.00",284.78,93.9%,62.2%,5.2%,16.2%,0.9%,21.5%,100.0%,47.9%,98.3%,39.0%,100.0%,65.0%,99.7%,60.3%,100.0%,82.3%,100.0%,80.4%,Suburb Large,7300.511525,Pacific
90631,1,LosAngeles,  -   ,CA,2007,"  17,783 ","  4,813,816 ","306,602.80","453,058,200.00","16,605.00","3,230,296.41","16,571.00","1,482,511.03","15,719.00","1,166,940.89","184,288.00","268,539,000.00","1,088.00","904,995.19","1,088.00","521,730.22","1,086.00","473,528.43","61,351.30","91,783,800.00",90.00,"678,524.61",90.00,"546,061.20",90.00,"528,451.71","60,963.50","92,735,400.00",270.70,93.4%,67.1%,6.1%,18.8%,0.5%,14.1%,99.8%,45.9%,94.7%,36.1%,100.0%,57.7%,99.8%,52.3%,100.0%,80.5%,100.0%,77.9%,Suburb Large,4756.605856,Pacific
90638,1,LosAngeles,  -   ,CA,2007,"  13,997 ","  4,736,329 ","347,858.60","521,219,000.00","13,264.00","2,433,668.78","13,260.00","1,136,703.37","12,796.00","875,180.64","136,798.00","200,311,000.00",487.00,"493,854.42",487.00,"316,583.30",484.00,"297,197.46","36,383.60","54,859,000.00",246.00,"1,808,805.57",246.00,"1,558,980.43",246.00,"1,535,457.61","174,677.00","266,049,000.00",338.38,94.8%,51.4%,3.5%,10.4%,1.8%,38.2%,100.0%,46.7%,96.5%,36.0%,100.0%,64.1%,99.4%,60.2%,100.0%,86.2%,100.0%,84.9%,Suburb Large,5689.310322,Pacific
90640,1,LosAngeles,  -   ,CA,2007,"  14,496 ","  3,916,664 ","249,713.70","374,561,500.00","13,687.00","2,208,437.29","13,680.00","941,415.93","12,519.00","691,146.85","107,963.00","158,779,000.00",649.00,"578,758.47",649.00,"354,378.06",648.00,"324,837.89","39,650.70","60,041,500.00",160.00,"1,129,468.42",160.00,"909,673.93",160.00,"883,655.12","102,100.00","155,741,000.00",270.19,94.4%,56.4%,4.5%,14.8%,1.1%,28.8%,99.9%,42.6%,91.5%,31.3%,100.0%,61.2%,99.8%,56.1%,100.0%,80.5%,100.0%,78.2%,City Small,7678.717417,Pacific
90650,1,LosAngeles,  -   ,CA,2007,"  23,905 ","  5,759,135 ","398,940.40","591,879,200.00","22,818.00","3,390,064.20","22,810.00","1,607,547.75","22,031.00","1,215,791.48","195,419.00","283,608,000.00",851.00,"853,703.93",851.00,"550,807.57",851.00,"511,335.49","63,742.40","95,641,200.00",236.00,"1,515,366.55",236.00,"1,243,608.01",236.00,"1,216,005.62","139,779.00","212,630,000.00",240.92,95.5%,58.9%,3.6%,14.8%,1.0%,26.3%,100.0%,47.4%,96.6%,35.9%,100.0%,64.5%,100.0%,59.9%,100.0%,82.1%,100.0%,80.2%,Suburb Large,9436.8712,Pacific
90660,1,LosAngeles,  -   ,CA,2007,"  16,237 ","  3,788,192 ","245,357.30","368,763,800.00","15,664.00","2,308,877.40","15,655.00","1,036,817.55","14,490.00","736,641.25","113,433.00","168,138,000.00",436.00,"430,912.03",436.00,"285,675.97",435.00,"265,475.37","32,135.50","48,589,800.00",137.00,"1,048,402.15",137.00,"892,089.55",137.00,"873,507.01","99,788.80","152,036,000.00",233.31,96.5%,60.9%,2.7%,11.4%,0.8%,27.7%,99.9%,44.9%,92.5%,31.9%,100.0%,66.3%,99.8%,61.6%,100.0%,85.1%,100.0%,83.3%,Suburb Large,7482.219955,Pacific
90670,1,LosAngeles,  -   ,CA,2007,"  4,647 ","  3,237,831 ","277,540.70","421,146,100.00","3,698.00","589,112.60","3,694.00","278,208.94","3,532.00","207,687.24","31,372.30","46,226,400.00",634.00,"728,497.31",634.00,"544,886.33",634.00,"523,952.16","60,719.40","92,257,700.00",315.00,"1,920,221.34",315.00,"1,659,030.78",315.00,"1,637,545.46","185,449.00","282,662,000.00",696.76,79.6%,18.2%,13.6%,22.5%,6.8%,59.3%,99.9%,47.2%,95.5%,35.3%,100.0%,74.8%,100.0%,71.9%,100.0%,86.4%,100.0%,85.3%,Suburb Large,3115.229988,Pacific
