Zip,Zip Percentage,Region,City,State,Year, Total Building Count , Total Roof Area (sq meters) , Total Potential Capacity with 10m2 minimum (kW) , Total potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - SMALL , Total Area in lidar (sq meters) - SMALL , Buildings - SMALL with any size available area , Area (sq meters) - SMALL with any size available area , Buildings - SMALL - with 10m2+ available area , Area (sq meters) - SMALL - with 10m2+ available area , Small building potential capacity with 10m2 minimum (kW) , Small building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - MEDIUM , Total Area in lidar (sq meters) - MEDIUM , Buildings - MEDIUM with any size available area , Area (sq meters) - MEDIUM with any size available area , Buildings - MEDIUM with 10m2+ available area , Area (sq meters) - MEDIUM with 10m2+ available area , Medium building potential capacity with 10m2 minimum (kW) , Medium building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - LARGE , Total Area in lidar (sq meters) - LARGE , Buildings - LARGE with any size available area , Area (sq meters) - LARGE with any size available area , Buildings - LARGE - with 10m2+ available area , Area (sq meters) - LARGE - with 10m2+ available area , Large building potential capacity with 10m2 minimum (kW) , Large building potential energy generation with 10m2 minimum (kWh/yr) , Average Building Footprint (sq meters) ,% Buildings in SMALL category,% Area in SMALL category,% Buildings in MEDIUM category,% Area in MEDIUM category,% Buildings in LARGE category,% Area in LARGE category,% Buildings - SMALL,% Area - SMALL,% Buildings - SMALL - 10m2 ,% Area - SMALL - 10m2 ,% Buildings - MEDIUM,% Area - MEDIUM,% Buildings - MEDIUM - 10m2 ,% Area - MEDIUM - 10m2 ,% Buildings - LARGE,% Area - LARGE,% Buildings - LARGE - 10m2 ,% Area - LARGE - 10m2 ,ulocaledesc,2010_PopDens_SqMile,CensusRegion
53703,1,Madison,  -   ,WI,2010,"  3,563 ","  1,152,847 ","67,775.80","85,392,800.00","3,213.00","394,859.88","3,160.00","123,099.45","2,264.00","89,582.12","14,825.40","18,548,900.00",272.00,"288,080.26",272.00,"166,416.26",272.00,"153,681.45","18,865.50","23,805,100.00",78.00,"469,907.27",78.00,"297,768.51",78.00,"281,411.26","34,084.90","43,038,800.00",323.56,90.2%,34.3%,7.6%,25.0%,2.2%,40.8%,98.4%,31.2%,70.5%,22.7%,100.0%,57.8%,100.0%,53.3%,100.0%,63.4%,100.0%,59.9%,#N/A,6101.295094,East North Central
53704,0.9985136199,Madison,  -   ,WI,2010,"  14,775 ","  3,692,782 ","235,871.70","292,749,400.00","13,854.00","1,865,721.51","13,538.00","637,463.72","10,294.00","477,968.32","82,927.80","101,130,000.00",775.00,"764,304.77",775.00,"455,203.24",775.00,"420,000.25","57,114.50","70,525,400.00",146.00,"1,062,755.98",146.00,"852,681.61",146.00,"826,870.45","95,829.40","121,094,000.00",249.93,93.8%,50.5%,5.2%,20.7%,1.0%,28.8%,97.7%,34.2%,74.3%,25.6%,100.0%,59.6%,100.0%,55.0%,100.0%,80.2%,100.0%,77.8%,City Midsize,1549.69696,East North Central
53705,1,Madison,  -   ,WI,2010,"  6,903 ","  1,555,175 ","69,853.50","86,139,500.00","6,595.00","1,067,436.98","6,375.00","282,217.31","4,406.00","202,221.91","34,007.40","41,847,200.00",253.00,"229,976.98",253.00,"119,885.21",252.00,"109,309.81","15,818.60","19,363,200.00",55.00,"257,760.81",55.00,"171,081.57",55.00,"161,294.42","20,027.50","24,929,100.00",225.29,95.5%,68.6%,3.7%,14.8%,0.8%,16.6%,96.7%,26.4%,66.8%,18.9%,100.0%,52.1%,99.6%,47.5%,100.0%,66.4%,100.0%,62.6%,City Midsize,2530.748091,East North Central
53706,1,Madison,  -   ,WI,2010,  146 ,"  367,641 ","25,158.20","30,924,903.00",41.00,"9,118.92",37.00,"4,517.57",32.00,"4,263.34",580.61,"707,893.00",64.00,"76,044.05",64.00,"40,268.43",64.00,"37,094.67","5,372.89","6,523,810.00",41.00,"282,477.96",41.00,"157,864.69",41.00,"147,218.45","19,204.70","23,693,200.00","2,518.09",28.1%,2.5%,43.8%,20.7%,28.1%,76.8%,90.2%,49.5%,78.0%,46.8%,100.0%,53.0%,100.0%,48.8%,100.0%,55.9%,100.0%,52.1%,#N/A,2059.469197,East North Central
53711,0.7970695834,Madison,  -   ,WI,2010,"  14,144 ","  3,225,992 ","169,719.30","207,710,700.00","13,517.00","2,373,529.81","13,250.00","772,414.92","10,582.00","582,368.60","102,517.00","124,681,000.00",562.00,"499,172.98",562.00,"268,303.37",562.00,"243,681.05","36,541.20","44,499,100.00",65.00,"353,288.81",65.00,"265,399.20",65.00,"255,140.52","30,661.10","38,530,600.00",228.08,95.6%,73.6%,4.0%,15.5%,0.5%,11.0%,98.0%,32.5%,78.3%,24.5%,100.0%,53.7%,100.0%,48.8%,100.0%,75.1%,100.0%,72.2%,City Midsize,1702.278391,East North Central
53713,1,Madison,  -   ,WI,2010,"  4,335 ","  1,858,263 ","134,822.90","167,785,400.00","3,566.00","605,523.59","3,453.00","209,964.52","2,658.00","164,128.05","26,833.50","32,687,100.00",662.00,"692,354.45",662.00,"452,755.97",661.00,"430,030.54","55,917.00","69,280,000.00",107.00,"560,384.93",107.00,"462,486.66",107.00,"450,612.35","52,072.40","65,818,300.00",428.67,82.3%,32.6%,15.3%,37.3%,2.5%,30.2%,96.8%,34.7%,74.5%,27.1%,100.0%,65.4%,99.8%,62.1%,100.0%,82.5%,100.0%,80.4%,City Midsize,1820.21943,East North Central
53714,1,Madison,  -   ,WI,2010,"  6,211 ","  1,334,161 ","83,213.60","103,233,100.00","5,921.00","786,103.62","5,748.00","269,761.41","4,461.00","204,595.69","34,855.10","42,495,100.00",236.00,"235,371.98",236.00,"155,496.55",236.00,"148,117.41","19,016.90","23,648,700.00",54.00,"312,685.66",54.00,"261,526.60",54.00,"255,651.85","29,341.60","37,089,300.00",214.81,95.3%,58.9%,3.8%,17.6%,0.9%,23.4%,97.1%,34.3%,75.3%,26.0%,100.0%,66.1%,100.0%,62.9%,100.0%,83.6%,100.0%,81.8%,City Midsize,3272.702978,East North Central
53715,1,Madison,  -   ,WI,2010,"  2,186 ","  517,793 ","28,954.31","35,901,700.00","2,034.00","232,468.36","1,987.00","79,636.87","1,376.00","58,284.96","9,616.62","11,750,700.00",126.00,"123,660.01",126.00,"72,539.96",126.00,"66,730.60","8,740.09","10,817,600.00",26.00,"161,665.01",26.00,"96,490.61",26.00,"90,164.72","10,597.60","13,333,400.00",236.87,93.0%,44.9%,5.8%,23.9%,1.2%,31.2%,97.7%,34.3%,67.6%,25.1%,100.0%,58.7%,100.0%,54.0%,100.0%,59.7%,100.0%,55.8%,City Midsize,4973.851803,East North Central
53716,1,Madison,  -   ,WI,2010,"  7,929 ","  1,861,727 ","109,815.40","135,751,000.00","7,609.00","1,184,235.58","7,375.00","371,135.79","5,570.00","276,620.49","47,141.00","57,137,600.00",253.00,"259,980.82",253.00,"179,832.82",252.00,"170,756.67","21,963.40","27,225,400.00",67.00,"417,511.03",67.00,"360,373.72",67.00,"354,054.46","40,711.00","51,388,000.00",234.80,96.0%,63.6%,3.2%,14.0%,0.8%,22.4%,96.9%,31.3%,73.2%,23.4%,100.0%,69.2%,99.6%,65.7%,100.0%,86.3%,100.0%,84.8%,City Midsize,1990.52398,East North Central
53717,1,Madison,  -   ,WI,2010,"  2,846 ","  1,109,053 ","75,420.10","92,281,400.00","2,468.00","582,578.04","2,468.00","226,826.76","2,407.00","179,169.34","32,973.00","39,898,000.00",338.00,"291,607.22",338.00,"154,692.35",338.00,"139,362.87","21,486.20","26,162,300.00",40.00,"234,867.67",40.00,"177,180.01",40.00,"170,125.97","20,960.90","26,221,100.00",389.69,86.7%,52.5%,11.9%,26.3%,1.4%,21.2%,100.0%,38.9%,97.5%,30.8%,100.0%,53.0%,100.0%,47.8%,100.0%,75.4%,100.0%,72.4%,City Midsize,2834.434699,East North Central
53718,0.9245764742,Madison,  -   ,WI,2010,"  3,426 ","  1,427,396 ","113,059.50","139,359,400.00","2,983.00","575,990.23","2,960.00","249,105.74","2,769.00","204,045.31","36,482.90","43,690,200.00",352.00,"364,698.91",352.00,"234,558.42",352.00,"220,665.07","30,311.60","37,248,400.00",91.00,"486,707.15",91.00,"409,722.96",91.00,"401,513.89","46,265.00","58,420,800.00",416.64,87.1%,40.4%,10.3%,25.5%,2.7%,34.1%,99.2%,43.2%,92.8%,35.4%,100.0%,64.3%,100.0%,60.5%,100.0%,84.2%,100.0%,82.5%,Suburb Large,737.6755353,East North Central
53719,0.9970486076,Madison,  -   ,WI,2010,"  6,790 ","  2,398,671 ","176,194.30","215,993,000.00","6,019.00","1,146,199.97","6,009.00","476,863.95","5,853.00","378,573.08","68,456.90","82,389,900.00",689.00,"623,703.82",689.00,"355,504.80",689.00,"325,472.98","48,622.30","59,187,600.00",82.00,"628,767.29",82.00,"517,510.87",82.00,"503,503.91","59,115.10","74,415,500.00",353.27,88.6%,47.8%,10.1%,26.0%,1.2%,26.2%,99.8%,41.6%,97.2%,33.0%,100.0%,57.0%,100.0%,52.2%,100.0%,82.3%,100.0%,80.1%,Suburb Large,2423.196405,East North Central
53726,1,Madison,  -   ,WI,2010,"  1,203 ","  220,552 ","11,565.13","14,264,400.00","1,168.00","136,952.24","1,134.00","38,919.72",802.00,"27,426.22","4,971.71","6,057,890.00",23.00,"22,501.74",23.00,"12,829.50",22.00,"11,837.55","1,620.23","1,974,780.00",12.00,"61,098.01",12.00,"42,094.20",12.00,"40,462.51","4,973.19","6,231,730.00",183.33,97.1%,62.1%,1.9%,10.2%,1.0%,27.7%,97.1%,28.4%,68.7%,20.0%,100.0%,57.0%,95.7%,52.6%,100.0%,68.9%,100.0%,66.2%,City Midsize,7716.466587,East North Central
53792,1,Madison,  -   ,WI,2010,  3 ,"  95,583 ","5,726.08","7,216,732.60",1.00,319.20,1.00,237.07,1.00,234.07,37.33,"42,022.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,"95,263.54",2.00,"51,035.66",2.00,"48,325.20","5,688.75","7,174,710.00","31,860.91",33.3%,0.3%,0.0%,0.0%,66.7%,99.7%,100.0%,74.3%,100.0%,73.3%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100.0%,53.6%,100.0%,50.7%,City Midsize,2948.898745,East North Central
55014,0.6386945135,Minneapolis,  -   ,MN,2012,"  8,328 ","  1,798,924 ","96,022.50","101,520,900.00","8,041.00","1,243,000.95","7,759.00","368,511.00","5,686.00","262,722.78","48,120.20","49,953,400.00",235.00,"218,406.45",235.00,"124,068.80",233.00,"114,079.29","16,464.50","17,463,100.00",52.00,"337,516.39",52.00,"281,803.92",52.00,"275,339.23","31,437.80","34,104,400.00",216.01,96.6%,69.1%,2.8%,12.1%,0.6%,18.8%,96.5%,29.6%,70.7%,21.1%,100.0%,56.8%,99.1%,52.2%,100.0%,83.5%,100.0%,81.6%,Suburb Large,893.0683069,West North Central
55016,0.7523509403,Minneapolis,  -   ,MN,2012,"  11,626 ","  2,549,812 ","140,622.40","157,093,000.00","11,233.00","1,847,100.97","11,068.00","633,528.14","9,618.00","470,910.01","85,231.70","94,281,000.00",351.00,"303,885.53",351.00,"167,187.35",348.00,"153,047.10","23,115.50","25,804,300.00",42.00,"398,825.57",42.00,"288,082.61",42.00,"274,979.44","32,275.20","37,007,700.00",219.32,96.6%,72.4%,3.0%,11.9%,0.4%,15.6%,98.5%,34.3%,85.6%,25.5%,100.0%,55.0%,99.1%,50.4%,100.0%,72.2%,100.0%,68.9%,Suburb Large,944.1079398,West North Central
55024,0.1223500059,Minneapolis,  -   ,MN,2012,"  4,925 ","  992,143 ","56,998.29","67,746,250.00","4,786.00","839,641.85","4,745.00","316,242.98","4,363.00","243,475.98","44,279.00","52,550,600.00",134.00,"111,410.84",134.00,"57,006.41",134.00,"52,056.02","9,044.50","10,660,600.00",5.00,"41,090.01",5.00,"33,213.75",5.00,"32,373.38","3,674.79","4,535,050.00",201.45,97.2%,84.6%,2.7%,11.2%,0.1%,4.1%,99.1%,37.7%,91.2%,29.0%,100.0%,51.2%,100.0%,46.7%,100.0%,80.8%,100.0%,78.8%,Suburb Large,354.1545916,West North Central
55038,0.3552693364,Minneapolis,  -   ,MN,2012,"  4,882 ","  1,206,252 ","70,829.20","74,298,000.00","4,628.00","898,978.38","4,567.00","324,819.36","4,135.00","245,981.34","45,177.70","47,035,500.00",231.00,"182,922.52",231.00,"100,186.15",231.00,"91,151.57","14,030.60","14,655,600.00",23.00,"124,350.93",23.00,"102,911.54",23.00,"100,829.67","11,620.90","12,606,900.00",247.08,94.8%,74.5%,4.7%,15.2%,0.5%,10.3%,98.7%,36.1%,89.3%,27.4%,100.0%,54.8%,100.0%,49.8%,100.0%,82.8%,100.0%,81.1%,Rural Fringe,411.8183789,West North Central
55042,0.4025927325,Minneapolis,  -   ,MN,2012,"  1,745 ","  533,184 ","29,493.58","33,004,360.00","1,654.00","349,032.45","1,603.00","107,844.80","1,305.00","80,418.62","14,878.30","16,546,600.00",73.00,"68,062.54",73.00,"38,313.74",72.00,"35,143.24","4,994.45","5,617,660.00",18.00,"116,088.80",18.00,"83,276.66",18.00,"78,810.61","9,620.83","10,840,100.00",305.55,94.8%,65.5%,4.2%,12.8%,1.0%,21.8%,96.9%,30.9%,78.9%,23.0%,100.0%,56.3%,98.6%,51.6%,100.0%,71.7%,100.0%,67.9%,Town Fringe,360.4046536,West North Central
55044,0.1841939314,Minneapolis,  -   ,MN,2012,"  7,512 ","  1,836,289 ","100,902.80","115,117,100.00","7,226.00","1,457,516.14","7,159.00","496,393.95","6,456.00","372,429.09","69,724.60","78,930,900.00",257.00,"198,256.67",257.00,"101,650.58",256.00,"91,395.12","14,503.10","16,544,700.00",29.00,"180,516.40",29.00,"147,276.91",29.00,"143,512.45","16,675.10","19,641,500.00",244.45,96.2%,79.4%,3.4%,10.8%,0.4%,9.8%,99.1%,34.1%,89.3%,25.6%,100.0%,51.3%,99.6%,46.1%,100.0%,81.6%,100.0%,79.5%,Suburb Large,723.2993242,West North Central
55055,1,Minneapolis,  -   ,MN,2012,"  1,600 ","  369,937 ","20,875.44","23,536,530.00","1,509.00","206,068.50","1,419.00","55,931.09",919.00,"40,573.57","6,958.46","7,761,940.00",79.00,"68,181.84",79.00,"41,593.91",77.00,"39,021.09","5,025.80","5,651,590.00",12.00,"95,686.74",12.00,"75,038.06",12.00,"73,712.82","8,891.18","10,123,000.00",231.21,94.3%,55.7%,4.9%,18.4%,0.8%,25.9%,94.0%,27.1%,60.9%,19.7%,100.0%,61.0%,97.5%,57.2%,100.0%,78.4%,100.0%,77.0%,Suburb Large,950.6263011,West North Central
55068,0.6961591917,Minneapolis,  -   ,MN,2012,"  9,292 ","  2,451,588 ","141,466.60","170,164,300.00","8,729.00","1,577,794.72","8,581.00","563,176.39","7,568.00","430,885.88","78,275.10","93,589,400.00",507.00,"399,443.39",507.00,"219,553.22",506.00,"198,997.97","29,082.40","34,879,300.00",56.00,"474,349.74",56.00,"293,483.15",56.00,"279,357.99","34,109.10","41,695,600.00",263.84,93.9%,64.4%,5.5%,16.3%,0.6%,19.3%,98.3%,35.7%,86.7%,27.3%,100.0%,55.0%,99.8%,49.8%,100.0%,61.9%,100.0%,58.9%,Suburb Large,637.0983752,West North Central
55071,1,Minneapolis,  -   ,MN,2012,"  2,799 ","  486,484 ","22,797.47","25,581,890.00","2,684.00","330,839.23","2,518.00","95,429.67","1,610.00","67,124.51","11,360.00","12,574,600.00",109.00,"95,402.77",109.00,"64,042.05",109.00,"60,887.71","7,664.09","8,663,050.00",6.00,"60,241.67",6.00,"35,319.75",6.00,"32,933.95","3,773.38","4,344,240.00",173.81,95.9%,68.0%,3.9%,19.6%,0.2%,12.4%,93.8%,28.8%,60.0%,20.3%,100.0%,67.1%,100.0%,63.8%,100.0%,58.6%,100.0%,54.7%,Suburb Large,993.918288,West North Central
55075,1,Minneapolis,  -   ,MN,2012,"  8,512 ","  1,405,200 ","74,359.70","84,146,200.00","8,291.00","922,657.21","8,016.00","267,587.79","5,543.00","185,455.60","32,528.70","36,628,400.00",169.00,"171,569.41",169.00,"109,179.63",169.00,"102,899.83","13,220.00","14,943,600.00",52.00,"310,973.09",52.00,"249,661.08",52.00,"243,058.96","28,611.00","32,574,200.00",165.08,97.4%,65.7%,2.0%,12.2%,0.6%,22.1%,96.7%,29.0%,66.9%,20.1%,100.0%,63.6%,100.0%,60.0%,100.0%,80.3%,100.0%,78.2%,Suburb Large,3398.87329,West North Central
55076,1,Minneapolis,  -   ,MN,2012,"  6,907 ","  1,556,887 ","82,072.70","91,829,500.00","6,420.00","1,031,350.27","6,204.00","335,274.32","4,747.00","247,058.46","43,792.40","48,799,400.00",455.00,"332,085.63",455.00,"169,249.15",455.00,"150,444.68","23,164.30","25,849,400.00",32.00,"193,450.65",32.00,"130,341.34",31.00,"122,481.31","15,116.00","17,180,700.00",225.41,92.9%,66.2%,6.6%,21.3%,0.5%,12.4%,96.6%,32.5%,73.9%,24.0%,100.0%,51.0%,100.0%,45.3%,100.0%,67.4%,96.9%,63.3%,Suburb Large,1819.769761,West North Central
55077,1,Minneapolis,  -   ,MN,2012,"  4,574 ","  1,278,229 ","73,842.50","89,480,200.00","4,244.00","756,767.26","3,984.00","239,498.65","3,143.00","177,607.87","31,768.10","38,180,800.00",278.00,"255,132.61",278.00,"154,475.45",276.00,"144,268.05","18,785.90","22,754,700.00",52.00,"266,328.72",52.00,"204,077.68",52.00,"197,938.79","23,288.50","28,544,700.00",279.46,92.8%,59.2%,6.1%,20.0%,1.1%,20.8%,93.9%,31.6%,74.1%,23.5%,100.0%,60.5%,99.3%,56.5%,100.0%,76.6%,100.0%,74.3%,Suburb Large,668.8603743,West North Central
55082,0.06830567073,Minneapolis,  -   ,MN,2012,  584 ,"  151,844 ","8,184.52","9,161,730.00",556.00,"105,448.70",534.00,"32,012.09",417.00,"24,562.21","4,482.14","4,988,490.00",25.00,"17,737.38",25.00,"7,151.05",25.00,"5,730.77","1,045.97","1,155,050.00",3.00,"28,658.36",3.00,"22,922.30",3.00,"22,442.58","2,656.41","3,018,190.00",260.01,95.2%,69.4%,4.3%,11.7%,0.5%,18.9%,96.0%,30.4%,75.0%,23.3%,100.0%,40.3%,100.0%,32.3%,100.0%,80.0%,100.0%,78.3%,Town Fringe,424.7621959,West North Central
55090,1,Minneapolis,  -   ,MN,2012,  246 ,"  27,795 ",566.81,"640,434.00",243.00,"25,416.46",207.00,"4,011.82",78.00,"2,441.54",410.45,"461,498.00",3.00,"2,378.34",3.00,"1,360.62",3.00,"1,237.90",156.36,"178,936.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.99,98.8%,91.4%,1.2%,8.6%,0.0%,0.0%,85.2%,15.8%,32.1%,9.6%,100.0%,57.2%,100.0%,52.0%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Rural Fringe,1586.62804,West North Central
55101,1,Minneapolis,"St. Paul, MN",MN,2007,  163 ,"  553,968 ","39,703.21","45,761,837.00",34.00,"8,352.49",34.00,"4,473.12",34.00,"3,939.37",436.73,"501,237.00",65.00,"77,483.89",65.00,"49,573.09",65.00,"46,468.57","4,647.28","5,347,300.00",64.00,"468,131.53",64.00,"279,199.74",64.00,"265,064.16","34,619.20","39,913,300.00","3,398.58",20.9%,1.5%,39.9%,14.0%,39.3%,84.5%,100.0%,53.6%,100.0%,47.2%,100.0%,64.0%,100.0%,60.0%,100.0%,59.6%,100.0%,56.6%,City Large,7430.062835,West North Central
55102,1,Minneapolis,"St. Paul, MN",MN,2012,"  5,067 ","  1,148,512 ","61,058.50","69,510,500.00","4,788.00","533,115.68","4,659.00","169,558.31","3,120.00","112,743.45","18,226.70","20,391,300.00",215.00,"190,437.17",215.00,"107,841.49",215.00,"98,988.56","12,150.40","13,888,500.00",64.00,"424,958.77",64.00,"273,660.00",64.00,"260,063.24","30,681.40","35,230,700.00",226.67,94.5%,46.4%,4.2%,16.6%,1.3%,37.0%,97.3%,31.8%,65.2%,21.1%,100.0%,56.6%,100.0%,52.0%,100.0%,64.4%,100.0%,61.2%,City Large,5079.292135,West North Central
55103,1,Minneapolis,"St. Paul, MN",MN,2012,"  3,095 ","  662,594 ","40,758.50","46,260,900.00","2,907.00","315,407.64","2,845.00","97,429.82","1,805.00","65,002.94","10,352.70","11,491,500.00",142.00,"139,045.70",142.00,"87,290.15",142.00,"82,246.36","10,822.80","12,280,900.00",46.00,"208,141.11",46.00,"154,247.50",46.00,"149,619.05","19,583.00","22,488,500.00",214.09,93.9%,47.6%,4.6%,21.0%,1.5%,31.4%,97.9%,30.9%,62.1%,20.6%,100.0%,62.8%,100.0%,59.2%,100.0%,74.1%,100.0%,71.9%,City Large,6366.925211,West North Central
55104,1,Minneapolis,"St. Paul, MN",MN,2012,"  13,770 ","  2,414,158 ","128,303.10","144,748,000.00","13,313.00","1,438,369.79","12,968.00","420,613.73","7,967.00","264,432.88","46,258.00","50,770,700.00",354.00,"351,684.90",354.00,"229,862.68",353.00,"217,476.01","26,859.20","30,568,700.00",103.00,"624,102.88",103.00,"488,113.02",103.00,"474,236.63","55,185.90","63,408,600.00",175.32,96.7%,59.6%,2.6%,14.6%,0.7%,25.9%,97.4%,29.2%,59.8%,18.4%,100.0%,65.4%,99.7%,61.8%,100.0%,78.2%,100.0%,76.0%,City Large,7019.274139,West North Central
55105,1,Minneapolis,"St. Paul, MN",MN,2012,"  9,775 ","  1,370,077 ","57,353.30","70,800,900.00","9,556.00","1,046,838.47","9,227.00","292,170.92","5,980.00","188,195.42","33,095.80","40,587,000.00",186.00,"172,746.91",186.00,"109,447.12",186.00,"103,142.25","12,700.20","15,788,900.00",33.00,"150,491.40",33.00,"96,487.59",33.00,"90,868.58","11,557.30","14,425,000.00",140.16,97.8%,76.4%,1.9%,12.6%,0.3%,11.0%,96.6%,27.9%,62.6%,18.0%,100.0%,63.4%,100.0%,59.7%,100.0%,64.1%,100.0%,60.4%,City Large,7485.548654,West North Central
55106,1,Minneapolis,"St. Paul, MN",MN,2012,"  16,313 ","  2,212,919 ","99,816.90","112,616,900.00","15,990.00","1,600,463.35","15,398.00","453,724.37","9,381.00","292,738.72","50,588.50","56,149,200.00",261.00,"244,412.65",261.00,"159,363.42",261.00,"150,445.87","18,246.40","20,853,300.00",62.00,"368,043.09",62.00,"273,774.44",62.00,"264,677.68","30,982.00","35,614,400.00",135.65,98.0%,72.3%,1.6%,11.0%,0.4%,16.6%,96.3%,28.3%,58.7%,18.3%,100.0%,65.2%,100.0%,61.6%,100.0%,74.4%,100.0%,71.9%,City Large,5074.899772,West North Central
55107,1,Minneapolis,"St. Paul, MN",MN,2012,"  4,748 ","  992,572 ","60,727.20","69,480,000.00","4,538.00","457,075.15","4,340.00","127,539.53","2,613.00","82,368.08","14,401.90","16,168,800.00",143.00,"159,200.18",143.00,"113,647.71",143.00,"108,411.45","12,642.60","14,525,300.00",67.00,"376,296.42",67.00,"296,842.41",67.00,"289,581.64","33,682.70","38,785,900.00",209.05,95.6%,46.0%,3.0%,16.0%,1.4%,37.9%,95.6%,27.9%,57.6%,18.0%,100.0%,71.4%,100.0%,68.1%,100.0%,78.9%,100.0%,77.0%,City Large,3345.905112,West North Central
55108,1,Minneapolis,  -   ,MN,2012,"  4,533 ","  1,352,054 ","86,364.70","98,501,300.00","4,223.00","485,937.58","4,008.00","126,817.77","2,395.00","85,199.34","14,273.80","16,239,500.00",204.00,"206,430.11",204.00,"124,896.04",204.00,"117,849.58","15,310.50","17,306,100.00",106.00,"659,686.37",106.00,"487,781.42",106.00,"470,851.59","56,780.40","64,955,700.00",298.27,93.2%,35.9%,4.5%,15.3%,2.3%,48.8%,94.9%,26.1%,56.7%,17.5%,100.0%,60.5%,100.0%,57.1%,100.0%,73.9%,100.0%,71.4%,City Large,3570.409899,West North Central
55109,1,Minneapolis,  -   ,MN,2012,"  11,329 ","  2,524,112 ","141,371.80","160,062,200.00","10,778.00","1,486,344.60","10,168.00","416,669.20","6,932.00","297,589.79","52,109.50","58,297,500.00",443.00,"411,137.24",443.00,"261,517.42",442.00,"245,760.72","32,280.50","36,408,300.00",108.00,"626,630.09",108.00,"500,238.85",108.00,"486,942.53","56,981.80","65,356,400.00",222.80,95.1%,58.9%,3.9%,16.3%,1.0%,24.8%,94.3%,28.0%,64.3%,20.0%,100.0%,63.6%,99.8%,59.8%,100.0%,79.8%,100.0%,77.7%,Suburb Large,2488.356838,West North Central
55110,1,Minneapolis,  -   ,MN,2012,"  15,317 ","  3,519,138 ","177,815.10","201,325,000.00","14,548.00","2,220,326.79","13,579.00","559,584.04","9,145.00","390,132.29","69,515.80","77,823,000.00",633.00,"524,698.85",632.00,"287,915.99",627.00,"261,908.07","37,084.40","41,619,000.00",136.00,"774,112.12",136.00,"628,535.05",136.00,"613,509.55","71,214.90","81,883,000.00",229.75,95.0%,63.1%,4.1%,14.9%,0.9%,22.0%,93.3%,25.2%,62.9%,17.6%,99.8%,54.9%,99.1%,49.9%,100.0%,81.2%,100.0%,79.3%,Suburb Large,1252.112849,West North Central
55111,1,Minneapolis,  -   ,MN,2012,  170 ,"  398,623 ","34,630.35","43,751,922.00",107.00,"17,260.91",106.00,"16,402.83",79.00,"14,952.89",785.04,"975,382.00",43.00,"47,871.10",43.00,"27,763.35",43.00,"25,334.68","4,691.71","5,920,640.00",20.00,"333,490.59",20.00,"209,797.54",20.00,"198,014.21","29,153.60","36,855,900.00","2,344.84",62.9%,4.3%,25.3%,12.0%,11.8%,83.7%,99.1%,95.0%,73.8%,86.6%,100.0%,58.0%,100.0%,52.9%,100.0%,62.9%,100.0%,59.4%,#N/A,134.4298782,West North Central
55112,1,Minneapolis,  -   ,MN,2012,"  13,783 ","  3,799,882 ","208,283.90","223,645,500.00","13,014.00","2,068,287.91","12,480.00","525,772.18","8,236.00","352,216.11","61,463.10","64,978,900.00",590.00,"505,803.51",590.00,"297,000.73",588.00,"275,170.38","35,776.80","38,283,600.00",179.00,"1,225,790.64",179.00,"988,712.11",179.00,"962,738.70","111,044.00","120,383,000.00",275.69,94.4%,54.4%,4.3%,13.3%,1.3%,32.3%,95.9%,25.4%,63.3%,17.0%,100.0%,58.7%,99.7%,54.4%,100.0%,80.7%,100.0%,78.5%,Suburb Large,2262.81917,West North Central
55113,1,Minneapolis,  -   ,MN,2012,"  12,979 ","  3,971,305 ","231,836.20","263,915,100.00","12,214.00","1,954,529.27","11,623.00","484,867.73","7,681.00","334,475.36","49,712.30","55,870,600.00",526.00,"501,505.08",526.00,"325,397.31",522.00,"307,264.15","39,877.90","45,327,500.00",239.00,"1,515,270.21",239.00,"1,234,689.33",239.00,"1,205,819.72","142,246.00","162,717,000.00",305.98,94.1%,49.2%,4.1%,12.6%,1.8%,38.2%,95.2%,24.8%,62.9%,17.1%,100.0%,64.9%,99.2%,61.3%,100.0%,81.5%,100.0%,79.6%,Suburb Large,2563.423369,West North Central
55114,1,Minneapolis,"St. Paul, MN",MN,2012,  474 ,"  721,008 ","64,125.68","81,003,000.00",308.00,"41,825.48",299.00,"14,966.58",190.00,"11,853.56","1,500.24","1,909,910.00",92.00,"102,934.82",92.00,"70,005.45",91.00,"66,763.44","7,737.84","9,733,590.00",74.00,"576,247.87",74.00,"482,942.56",74.00,"473,270.27","54,887.60","69,359,500.00","1,521.11",65.0%,5.8%,19.4%,14.3%,15.6%,79.9%,97.1%,35.8%,61.7%,28.3%,100.0%,68.0%,98.9%,64.9%,100.0%,83.8%,100.0%,82.1%,City Large,2292.475698,West North Central
